id,price,year,manufacturer,model,odometer,title_status,VIN,type,paint_color,image_url
7222695916,33590,2014,gmc,sierra 1500 crew cab slt,57923,clean,3GTP1VEC4EG551563,pickup,white,https://images.craigslist.org/00R0R_lwWjXSEWNa7z_0x20oM_600x450.jpg
7218891961,22590,2010,chevrolet,silverado 1500,71229,clean,1GCSCSE06AZ123805,pickup,blue,https://images.craigslist.org/00R0R_lwWjXSEWNa7z_0x20oM_600x450.jpg
7221797935,39590,2020,chevrolet,silverado 1500 crew,19160,clean,3GCPWCED5LG130317,pickup,red,https://images.craigslist.org/01212_jjirIWa0y02z_0gw0co_600x450.jpg
7222270760,30990,2017,toyota,tundra double cab sr,41124,clean,5TFRM5F17HX120972,pickup,red,https://images.craigslist.org/00x0x_1y9kIOzGCFaz_0gw0co_600x450.jpg
7222379453,27990,2012,gmc,sierra 2500 hd extended cab,68696,clean,1GT220CG8CZ231238,pickup,black,https://images.craigslist.org/00V0V_ftJbKrOgdi5z_0gw0co_600x450.jpg
7221952215,34590,2016,chevrolet,silverado 1500 double,29499,clean,1GCVKREH6GZ228691,pickup,silver,https://images.craigslist.org/00E0E_iKN07Sh7ouz_0gw0co_600x450.jpg
7209064557,29990,2016,chevrolet,colorado extended cab,17302,clean,1GCHTCE37G1186784,pickup,red,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg
7219485069,38590,2011,chevrolet,corvette grand sport,30237,clean,1G1YR3DW3B5102190,other,red,https://images.craigslist.org/00U0U_kKYnS1LWh82z_0gw0co_600x450.jpg
7218325704,32990,2017,jeep,wrangler unlimited sport,30041,clean,1C4BJWDG5HL705371,other,silver,https://images.craigslist.org/00u0u_bB3krjp4B3lz_0gw0co_600x450.jpg
7217788283,24590,2017,chevrolet,silverado 1500 regular,40784,clean,1GCNCNEH7HZ118773,pickup,white,https://images.craigslist.org/01515_iDoR0Hy6JSnz_0gw0co_600x450.jpg
7217147606,30990,2016,chevrolet,colorado crew cab z71,34940,clean,1GCGTDE32G1341288,pickup,blue,https://images.craigslist.org/00p0p_cfEoPpHPz3Kz_0gw0co_600x450.jpg
7209027818,27990,2014,toyota,tacoma access cab pickup,17805,clean,5TFTX4CN3EX042751,pickup,red,https://images.craigslist.org/00X0X_1cMDo5xqSuAz_0gw0co_600x450.jpg
7223509794,37990,2016,chevrolet,camaro ss coupe 2d,9704,clean,1G1FF1R79G0140582,coupe,red,https://images.craigslist.org/00i0i_5fpVmidrepGz_0gw0co_600x450.jpg
7222753076,33590,2014,toyota,tundra crewmax sr5 pickup,55251,clean,5TFEY5F15EX169621,pickup,red,https://images.craigslist.org/00Q0Q_lVfMOkbtUOmz_0gw0co_600x450.jpg
7222206015,30990,2019,ford,ranger supercrew xl pickup,1834,clean,1FTER4EH3KLA31326,pickup,black,https://images.craigslist.org/00202_4Fz2gXkV8pkz_0gw0co_600x450.jpg
7220030122,27990,2018,nissan,frontier crew cab pro-4x,37332,clean,1N6AD0EV5JN745213,pickup,silver,https://images.craigslist.org/00Q0Q_4slPoGJwoj0z_0gw0co_600x450.jpg
7216672204,34590,2018,ford,f150 super cab xl pickup 4d,20856,clean,1FTEX1CBXJKD41626,pickup,white,https://images.craigslist.org/00w0w_cGdvJjETZcNz_0gw0co_600x450.jpg
7215617048,30590,2016,toyota,tacoma double cab sr5,30176,clean,3TMAZ5CN7GM019182,pickup,red,https://images.craigslist.org/00505_3mrEfCl3fWWz_0gw0co_600x450.jpg
7213839225,32990,2020,jeep,wrangler sport suv 2d,20581,clean,1C4GJXAN4LW180633,SUV,silver,https://images.craigslist.org/00w0w_c22tgqPHhymz_0gw0co_600x450.jpg
7213843538,22590,2017,ram,1500 regular cab tradesman,39508,clean,3C6JR6DT3HG557601,pickup,white,https://images.craigslist.org/00U0U_nhVdn8Uqwez_0gw0co_600x450.jpg
7219973522,27990,2020,ford,ranger supercab xl pickup,10688,clean,1FTER1EH1LLA36301,pickup,white,https://images.craigslist.org/01313_9Zne268YnWZz_0gw0co_600x450.jpg
7316814884,31590,2019,cadillac,xt4 sport suv 4d,12102,clean,1GYFZER40KF121673,hatchback,black,https://images.craigslist.org/00v0v_Nmw3hmqa7iz_0gw0co_600x450.jpg
7316814989,16590,2016,jeep,renegade sport suv 4d,35835,clean,ZACCJBAW9GPC62449,other,red,https://images.craigslist.org/00w0w_fz5a524dBVIz_0gw0co_600x450.jpg
7316743432,26990,2016,ford,f150 regular cab xl pickup,14230,clean,1FTMF1CP3GKD62143,pickup,black,https://images.craigslist.org/00o0o_fxdOFlJ1s44z_0gw0co_600x450.jpg
7316356412,25590,2015,gmc,sierra 1500 regular cab,35290,clean,1GTN1TEH9FZ243281,pickup,white,https://images.craigslist.org/00M0M_lsdsAjyaG9sz_0gw0co_600x450.jpg
7316304717,28590,2018,ram,1500 quad cab express pickup,30047,clean,1C6RR6FG0JS259587,pickup,white,https://images.craigslist.org/01717_efubCoInmJKz_0gw0co_600x450.jpg
7316257769,25990,2019,ram,1500 classic regular cab,12302,clean,3C6JR6DT3KG560649,pickup,white,https://images.craigslist.org/00E0E_ibD9dHEQFGgz_0gw0co_600x450.jpg
7316133914,34990,2018,ford,mustang gt premium,18650,clean,1FATP8FF5J5115190,other,black,https://images.craigslist.org/00N0N_3UIW7jqJYo7z_0gw0co_600x450.jpg
7315770394,32990,2019,chevrolet,silverado 1500 ld,6897,clean,2GCVKNEC8K1187169,pickup,black,https://images.craigslist.org/00Q0Q_1KOmPdt9wZzz_0gw0co_600x450.jpg
7315715960,29990,2014,chevrolet,silverado 1500 double,26129,clean,1GCVKREC7EZ196951,pickup,brown,https://images.craigslist.org/00b0b_b7wMheEwhvGz_0gw0co_600x450.jpg
7315379459,23990,2016,chevrolet,silverado 1500 regular,41568,clean,1GCNCNEH4GZ259783,pickup,white,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg
7315275975,22990,2012,toyota,tacoma access cab pickup,37725,clean,5TFTX4CN6CX015282,pickup,white,https://images.craigslist.org/00404_fYRGB8mBiquz_0gw0co_600x450.jpg
7315275942,26990,2014,chevrolet,silverado 1500 crew,63129,clean,3GCPCREH5EG437908,pickup,black,https://images.craigslist.org/00J0J_5fxvu66nQHzz_0gw0co_600x450.jpg
7315270785,33990,2017,jeep,wrangler unlimited sahara,34152,clean,1C4HJWEG5HL696454,SUV,white,https://images.craigslist.org/00r0r_kDPOvvRmxPz_0gw0co_600x450.jpg
7314910156,26590,2020,honda,civic si coupe 2d,9954,clean,2HGFC3A51LH751302,coupe,silver,https://images.craigslist.org/00Z0Z_1s2m76Sn1Tgz_0gw0co_600x450.jpg
7314854462,18590,2018,honda,civic lx sedan 4d,28942,clean,19XFC2F59JE206832,sedan,white,https://images.craigslist.org/00H0H_b24A2x1GzuIz_0gw0co_600x450.jpg
7314811916,29590,2017,ford,expedition xlt sport,70760,clean,1FMJU1JT1HEA52352,SUV,blue,https://images.craigslist.org/00D0D_aqVh7XGmJcQz_0gw0co_600x450.jpg
7314584296,22590,2013,ford,f150 super cab xl pickup 4d,14169,clean,1FTEX1CMXDFB16329,pickup,silver,https://images.craigslist.org/00909_lPs0VlcaPt1z_0gw0co_600x450.jpg
7314584322,29990,2012,toyota,tacoma double cab pickup,43182,clean,3TMLU4EN4CM085701,pickup,white,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg
7314560853,25990,2015,lexus,nx 300h sport utility 4d,55783,clean,JTJBJRBZ8F2020836,hatchback,white,https://images.craigslist.org/00A0A_9vcBp3KCtfrz_0gw0co_600x450.jpg
7313857831,32990,2018,jaguar,e-pace p250 s sport,26685,clean,SADFJ2FX1J1Z13468,other,white,https://images.craigslist.org/00D0D_kXXKf971SK1z_0gw0co_600x450.jpg
7313857701,34990,2020,lexus,nx 300 sport utility 4d,1722,clean,JTJAARBZ1L2159357,hatchback,black,https://images.craigslist.org/01616_iKuyyqnuqsTz_0gw0co_600x450.jpg
7313387902,36990,2019,volvo,s60 t6 inscription sedan,8141,clean,7JRA22TL6KG004114,sedan,white,https://images.craigslist.org/00t0t_g9uumYEAhboz_0gw0co_600x450.jpg
7313319521,28590,2019,volvo,s60 t5 momentum sedan 4d,18531,clean,7JR102FK4KG010003,sedan,black,https://images.craigslist.org/01010_kI12XbB47pHz_0gw0co_600x450.jpg
7312847466,19990,2015,infiniti,qx60 3.5 sport utility,96003,clean,5N1AL0MM5FC519184,SUV,silver,https://images.craigslist.org/00G0G_bKKk9z0UP0Gz_0gw0co_600x450.jpg
7312824400,29590,2017,lincoln,continental select sedan,35320,clean,1LN6L9TP6H5634048,sedan,black,https://images.craigslist.org/01616_7CkTL4cGX9rz_0gw0co_600x450.jpg
7312337810,20590,2013,acura,mdx sport utility 4d,77087,clean,2HNYD2H30DH510846,other,silver,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg
7312144944,16590,2015,hyundai,sonata sport sedan 4d,26655,clean,5NPE34AF8FH021634,sedan,white,https://images.craigslist.org/00d0d_65wNCfzhbwqz_0gw0co_600x450.jpg
7311818339,33990,2017,ram,1500 crew cab tradesman,17033,clean,3C6RR7KT7HG794054,pickup,blue,https://images.craigslist.org/00Y0Y_jRbwm0dSjSUz_0gw0co_600x450.jpg
7311818189,36590,2019,gmc,sierra 1500 limited double,14222,clean,2GTV2LECXK1123316,pickup,blue,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg
7311818157,29590,2013,gmc,sierra 1500 extended cab slt,37888,clean,1GTR1WE01DZ407455,pickup,silver,https://images.craigslist.org/00000_jov9euwMctFz_0gw0co_600x450.jpg
7311409434,40590,2019,ford,f250 super duty regular cab,9313,clean,1FTBF2B65KEC91136,pickup,white,https://images.craigslist.org/01010_5JjwyfgNcrjz_0gw0co_600x450.jpg
7311351407,33990,2018,jeep,wrangler unlimited willys,34636,clean,1C4BJWDG2JL806552,other,white,https://images.craigslist.org/00d0d_lQWs0jxSyooz_0gw0co_600x450.jpg
7311327726,43990,2019,jeep,wrangler unlimited sahara,4362,clean,1C4HJXEN4KW505794,SUV,black,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg
7311310782,38990,2017,jeep,wrangler unlimited rubicon,20676,clean,1C4BJWFG3HL547853,other,red,https://images.craigslist.org/01212_59EilBaTKT6z_0gw0co_600x450.jpg
7310905283,39590,2018,jeep,wrangler unlimited all new,21893,clean,1C4HJXEGXJW175675,SUV,silver,https://images.craigslist.org/01414_5nOgqzFya62z_0gw0co_600x450.jpg
7310803539,28590,2018,gmc,acadia sle-2 sport utility,20736,clean,1GKKNLLS2JZ178034,SUV,white,https://images.craigslist.org/00c0c_kXhBir3Ii6xz_0gw0co_600x450.jpg
7310798664,16590,2013,lincoln,mkz sedan 4d,61087,clean,3LN6L2G99DR819673,sedan,red,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg
7310332383,26990,2015,lexus,nx 200t sport utility 4d,29738,clean,JTJYARBZ9F2013419,hatchback,red,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg
7310308166,26990,2016,lexus,nx 200t sport utility 4d,31363,clean,JTJYARBZ5G2041512,hatchback,white,https://images.craigslist.org/00J0J_7FX8tlOfh4ez_0gw0co_600x450.jpg
7310276274,22590,2020,buick,encore gx select sport,5144,clean,KL4MMDSL8LB104338,SUV,red,https://images.craigslist.org/01515_6T99zf3Uuxoz_0gw0co_600x450.jpg
7309876037,35990,2018,jaguar,e-pace p250 se sport,8490,clean,SADFP2FX0J1Z05358,other,black,https://images.craigslist.org/01717_3GkMIx6q3Fxz_0gw0co_600x450.jpg
7309361405,36590,2019,volvo,s60 t6 r-design sedan 4d,7618,clean,7JRA22TM2KG013336,sedan,white,https://images.craigslist.org/00t0t_4BgC1G6v82kz_0gw0co_600x450.jpg
7309271279,35990,2019,volvo,s60 t6 r-design sedan 4d,15567,clean,7JRA22TM4KG006873,sedan,red,https://images.craigslist.org/01717_2OZq8zUJTE2z_0gw0co_600x450.jpg
7309271051,33590,2019,volvo,s60 t6 r-design sedan 4d,10742,clean,7JRA22TM6KG005594,sedan,silver,https://images.craigslist.org/00j0j_2H2lvY1f4cxz_0gw0co_600x450.jpg
7308779719,38990,2020,infiniti,qx60 luxe sport utility,5279,clean,5N1DL0MN9LC508268,other,black,https://images.craigslist.org/00N0N_blMVsYWfrW9z_0gw0co_600x450.jpg
7308730136,28590,2018,audi,q5 premium sport utility 4d,31033,clean,WA1ANAFY2J2198475,SUV,silver,https://images.craigslist.org/00t0t_cYUkNaOVDuwz_0gw0co_600x450.jpg
7308365829,18590,2018,hyundai,sonata sel sedan 4d,22075,clean,5NPE34AF7JH658815,sedan,white,https://images.craigslist.org/00s0s_2PUX5ZFgrdNz_0gw0co_600x450.jpg
7308255063,29990,2018,audi,a6 2.0t premium plus sedan,24996,clean,WAUG8AFC8JN040987,sedan,silver,https://images.craigslist.org/00p0p_2VWZyB4Dy3qz_0gw0co_600x450.jpg
7308216849,39990,2020,acura,mdx sh-awd sport utility,1237,clean,5J8YD4H39LL041518,other,white,https://images.craigslist.org/00r0r_cpin64wpXenz_0gw0co_600x450.jpg
7307164168,32990,2019,jeep,wrangler sport suv 2d,1423,clean,1C4GJXAGXKW566358,SUV,yellow,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg
7307164193,27590,2012,jeep,wrangler unlimited sport,52172,clean,1C4BJWDG5CL258372,SUV,black,https://images.craigslist.org/00505_dd1f7wuDcMsz_0gw0co_600x450.jpg
7307142186,18590,2017,toyota,camry le sedan 4d,30223,clean,4T1BF1FK4HU421581,sedan,silver,https://images.craigslist.org/00F0F_7gmoEvbrZZ7z_0gw0co_600x450.jpg
7306701617,33590,2017,ram,1500 crew cab laramie pickup,45464,clean,1C6RR6VT3HS551162,pickup,red,https://images.craigslist.org/01515_9jOrh6vdMLRz_0gw0co_600x450.jpg
7306676175,40990,2017,jeep,wrangler unlimited rubicon,30092,clean,1C4BJWFG7HL558919,other,black,https://images.craigslist.org/00z0z_2bZEi5IsWWDz_0gw0co_600x450.jpg
7306676124,33590,2017,jeep,wrangler unlimited sport,37919,clean,1C4BJWDG7HL689576,SUV,black,https://images.craigslist.org/00q0q_44NkxOIlLrMz_0gw0co_600x450.jpg
7306625443,31590,2017,jeep,wrangler unlimited sport,35391,clean,1C4BJWDG8HL671975,SUV,black,https://images.craigslist.org/00W0W_buOjh5s1Qhuz_0gw0co_600x450.jpg
7306407989,30990,2017,jeep,wrangler unlimited sport,43039,clean,1C4BJWDG6HL650381,SUV,silver,https://images.craigslist.org/00j0j_BfPLW19l2Fz_0gw0co_600x450.jpg
7306259907,14590,2012,bmw,1 series 128i coupe 2d,80465,clean,WBAUP9C53CVL91190,coupe,black,https://images.craigslist.org/00F0F_5UAXmOzC188z_0gw0co_600x450.jpg
7306238443,20590,2018,chrysler,300 limited sedan 4d,71021,clean,2C3CCAEG6JH123125,sedan,black,https://images.craigslist.org/00x0x_ga6n3ZpljYxz_0gw0co_600x450.jpg
7306198330,19990,2020,mitsubishi,outlander sport es,11103,clean,JA4AP3AU9LU013694,hatchback,orange,https://images.craigslist.org/00r0r_c3sBBTtmvDRz_0gw0co_600x450.jpg
7306178510,10990,2013,nissan,sentra s sedan 4d,81557,clean,3N1AB7AP2DL658501,sedan,red,https://images.craigslist.org/00L0L_37Ad4hiDJ75z_0gw0co_600x450.jpg
7306095627,36590,2020,gmc,acadia denali sport utility,33026,clean,1GKKNXLS6LZ134810,SUV,black,https://images.craigslist.org/00X0X_1xpTsVCkzasz_0gw0co_600x450.jpg
7305672709,30990,2020,gmc,acadia slt sport utility 4d,35200,clean,1GKKNULSXLZ132766,SUV,white,https://images.craigslist.org/00x0x_MS5TGDQFQfz_0gw0co_600x450.jpg
7305672266,24590,2018,lincoln,mkz select sedan 4d,16081,clean,3LN6L5C91JR615484,sedan,white,https://images.craigslist.org/00R0R_iuWMpodqwtwz_0gw0co_600x450.jpg
7305666455,23990,2015,lexus,nx 200t sport utility 4d,48462,clean,JTJBARBZ6F2000472,hatchback,silver,https://images.craigslist.org/00X0X_ff7QALviC6Dz_0gw0co_600x450.jpg
7305631654,25590,2020,buick,encore gx select sport,1113,clean,KL4MMDSL6LB104869,SUV,red,https://images.craigslist.org/00k0k_87z4Y9dEMamz_0gw0co_600x450.jpg
7305150035,17590,2015,volvo,s60 t5 premier sedan 4d,63512,clean,YV1612TBXF1304224,sedan,blue,https://images.craigslist.org/00m0m_5i7BlSCURdiz_0gw0co_600x450.jpg
7305150004,36590,2020,volvo,s60 t6 r-design sedan 4d,18506,clean,7JRA22TM7LG032143,sedan,blue,https://images.craigslist.org/00Q0Q_51N2e8eaezZz_0gw0co_600x450.jpg
7305149985,35990,2020,volvo,s60 t6 inscription sedan,11878,clean,7JRA22TL7LG037835,sedan,blue,https://images.craigslist.org/01212_7MhMa3HSA3Vz_0gw0co_600x450.jpg
7305082143,38590,2019,volvo,s60 t8 r-design sedan 4d,14054,clean,7JRBR0FM4KG013841,sedan,black,https://images.craigslist.org/00l0l_aooce3ZZMYLz_0gw0co_600x450.jpg
7304785580,29590,2018,lincoln,continental select sedan,33047,clean,1LN6L9TP1J5605689,sedan,white,https://images.craigslist.org/00q0q_2S5D7soiNmCz_0gw0co_600x450.jpg
7304685581,32590,2018,alfa-romeo,romeo stelvio sport suv 4d,14863,clean,ZASFAKPN0J7B80942,hatchback,blue,https://images.craigslist.org/00B0B_283512Ixzaiz_0gw0co_600x450.jpg
7304685502,27590,2018,infiniti,qx60 3.5 sport utility,41119,clean,5N1DL0MM4JC527444,SUV,blue,https://images.craigslist.org/01414_ck2JdlhkmYAz_0gw0co_600x450.jpg
7304646033,38990,2020,audi,q5 45 tfsi premium plus,19067,clean,WA1BNAFYXL2013483,SUV,white,https://images.craigslist.org/00202_fjVrhHVsxL1z_0gw0co_600x450.jpg
7302286548,4500,2008,ford,mustang,187016,clean,1ZVHT80N885207297,coupe,red,https://images.craigslist.org/00f0f_bBGCQfZBKpIz_0kE0fu_600x450.jpg
7302108846,39590,2020,chevrolet,silverado 1500 crew,19160,clean,1N6AA1R84HN570756,pickup,red,https://images.craigslist.org/01212_jjirIWa0y02z_0gw0co_600x450.jpg
7302062793,26990,2017,nissan,titan single cab sv,41335,clean,3N1AB61EX7L640258,pickup,red,https://images.craigslist.org/00H0H_fecvcuFxTmkz_0gw0co_600x450.jpg
7302043460,4299,2007,nissan,sentra,189321,clean,1GCRCREH7GZ111975,sedan,silver,https://images.craigslist.org/00v0v_bs86m1qgtShz_0kE0fu_600x450.jpg
7316869910,30990,2016,chevrolet,silverado 1500 double,58116,clean,WBA5B3C58GG255986,pickup,silver,https://images.craigslist.org/00p0p_2deegIBl5opz_0gw0co_600x450.jpg
7316867506,25990,2016,bmw,5 series,75123,clean,2G4WD582061211256,sedan,black,https://images.craigslist.org/00r0r_2zDti3lagf7z_0kE0dM_600x450.jpg
7316846605,3399,2006,buick,lacrosse,160218,clean,JTDBT123520243495,sedan,blue,https://images.craigslist.org/00Y0Y_k6FflIFf9cBz_0kE0fu_600x450.jpg
7316788498,4000,2002,toyota,echo,155000,clean,KMHDU46D49U684737,sedan,blue,https://images.craigslist.org/00N0N_jYPooSDmN5az_0mX0cU_600x450.jpg
7316788533,3900,2009,hyundai,elantra,162005,clean,WBAHD6322SGK86772,sedan,white,https://images.craigslist.org/00L0L_guMJpv80fKvz_0kE0fu_600x450.jpg
7316735728,2500,1995,bmw,525i,110661,clean,1FADP5AU1HL114567,sedan,white,https://images.craigslist.org/00R0R_iQQpe8BshGIz_0ak07K_600x450.jpg
7316725360,33590,2014,gmc,sierra 1500 crew cab slt,57923,clean,1G1YC3DW6A5101146,pickup,white,https://images.craigslist.org/00R0R_lwWjXSEWNa7z_0x20oM_600x450.jpg
7316707537,15990,2017,ford,c-max hybrid se wagon 4d,48195,clean,WP0AA29878U760792,wagon,blue,https://images.craigslist.org/00R0R_lwWjXSEWNa7z_0x20oM_600x450.jpg
7316691449,27990,2012,gmc,sierra 2500 hd extended cab,68696,clean,1GYEE637740189703,pickup,black,https://images.craigslist.org/00V0V_ftJbKrOgdi5z_0gw0co_600x450.jpg
7316397515,29990,2016,chevrolet,colorado extended cab,17302,clean,JM1NC25F570128735,pickup,red,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg
7316396026,35590,2010,chevrolet,corvette convertible,31879,clean,4T1BG12K4TU920697,other,red,https://images.craigslist.org/00f0f_4tRTiDENPtLz_0gw0co_600x450.jpg
7316368518,27998,2008,porsche,cayman,69505,clean,1C4AJWAG1HL698869,coupe,black,https://images.craigslist.org/00z0z_61I5Nfxhwa2z_0kE0dM_600x450.jpg
7316328729,2550,2004,cadillac,srx,224105,clean,1G4HR54K6YU316195,SUV,white,https://images.craigslist.org/00B0B_5ZO22j1BM5Zz_0kE0fu_600x450.jpg
7316213984,9000,2008,mazda,miata mx-5,56700,clean,1G1AF5F59A7187839,convertible,white,https://images.craigslist.org/00S0S_277uHKZpbGnz_0gw0co_600x450.jpg
7316170760,2675,1996,toyota,camry,164719,clean,4JGDA7DBXEA336979,sedan,green,https://images.craigslist.org/00V0V_blwtevt7cBVz_0kE0fu_600x450.jpg
7316163025,31990,2017,jeep,wrangler sport s utility 2d,891,clean,4S3BNAC6XH3051466,other,white,https://images.craigslist.org/00R0R_lwWjXSEWNa7z_0x20oM_600x450.jpg
7316159405,2600,2000,buick,lesabre,212061,clean,1J4G258SXXC735664,sedan,blue,https://images.craigslist.org/00101_b0S4rU8ePxkz_0kE0fu_600x450.jpg
7316100915,27990,2014,toyota,tacoma access cab pickup,17805,clean,4T1BE32K55U090199,pickup,red,https://images.craigslist.org/00X0X_1cMDo5xqSuAz_0gw0co_600x450.jpg
7316080522,32990,2017,jeep,wrangler unlimited sport,30041,clean,YV1RS592192724102,other,silver,https://images.craigslist.org/00u0u_bB3krjp4B3lz_0gw0co_600x450.jpg
7315970659,3975,2010,chevrolet,cobalt,162455,clean,2G4WC582961280594,sedan,silver,https://images.craigslist.org/00O0O_23XEuWT8UxNz_0kE0fu_600x450.jpg
7315946365,24997,2014,mercedes-benz,m-class,82553,clean,1FA6P8CF5L5136223,SUV,blue,https://images.craigslist.org/00z0z_hKvR9PILPYzz_0kE0dM_600x450.jpg
7315903985,19990,2017,subaru,legacy 2.5i premium sedan,10309,clean,5FNYF5H14HB023578,sedan,white,https://images.craigslist.org/00P0P_dqrNC20lZDjz_0gw0co_600x450.jpg
7315849335,3650,1999,jeep,grand cherokee,151379,clean,W04GL6SX4J1075339,SUV,blue,https://images.craigslist.org/00o0o_kmT6KWntBpFz_0kE0fs_600x450.jpg
7315832990,4499,2005,toyota,camry,170687,clean,KMHE54L2XHA065127,sedan,blue,https://images.craigslist.org/00E0E_tIkNRTHpG1z_0kE0fu_600x450.jpg
7315822644,3999,2009,volvo,s60,182005,clean,KMHDC8AE1AU064894,sedan,silver,https://images.craigslist.org/00101_k1r0i0EWHuWz_0kE0fu_600x450.jpg
7315785227,4400,2006,buick,lacrosse,124201,clean,1G4HR52KXVH453440,sedan,white,https://images.craigslist.org/00c0c_6SFyj8YtjgNz_0kE0fu_600x450.jpg
7315780240,33590,2014,toyota,tundra crewmax sr5 pickup,55251,clean,1C4RJEAG7CC119745,pickup,red,https://images.craigslist.org/00Q0Q_lVfMOkbtUOmz_0gw0co_600x450.jpg
7315780175,39590,2020,ford,mustang gt premium coupe 2d,1419,clean,KNDPBCA2XD7460869,coupe,white,https://images.craigslist.org/00a0a_5uW1C1FfZvSz_0gw0co_600x450.jpg
7315759709,26590,2017,honda,pilot lx sport utility 4d,13836,clean,1FTMF1CM6BKD55331,other,blue,https://images.craigslist.org/01717_gENpa2uISNpz_0gw0co_600x450.jpg
7315746793,21990,2018,buick,regal sportback preferred,4988,clean,KMHCN46C69U298613,sedan,white,https://images.craigslist.org/00S0S_4n9el7yJVxyz_0gw0co_600x450.jpg
7315741039,19990,2017,hyundai,sonata plug-in hybrid,29254,clean,3TMAZ5CN5GM007838,sedan,white,https://images.craigslist.org/00909_dV1q6gmPAi7z_0gw0co_600x450.jpg
7315720016,30990,2019,ford,ranger supercrew xl pickup,1834,clean,ZFFYT53A110125703,pickup,black,https://images.craigslist.org/00202_4Fz2gXkV8pkz_0gw0co_600x450.jpg
7315719969,4100,2010,hyundai,elantra touring,130206,rebuilt,2G2WP552061255472,wagon,grey,https://images.craigslist.org/00Z0Z_g1IGMFRwl9Cz_0kE0fu_600x450.jpg
7315717357,2300,1997,buick,lesabre,201566,clean,WDDGF56X68F140907,sedan,green,https://images.craigslist.org/00e0e_jyyjPVglNXxz_0kE0fu_600x450.jpg
7315670261,14897,2012,jeep,grand cherokee,112510,clean,1D4HR38N13F620886,SUV,silver,https://images.craigslist.org/00w0w_1CwNRyM2EYtz_0ak07K_600x450.jpg
7315607166,11400,2013,kia,sportage,92986,clean,KNDJT2A56C7421511,SUV,blue,https://images.craigslist.org/00j0j_kkcIWYnvH6Az_0ak07K_600x450.jpg
7315552491,8950,2011,ford,f-150,164000,clean,1FAFP53U56A238775,truck,white,https://images.craigslist.org/01212_6xRHfNWpFtGz_0CI0t2_600x450.jpg
7315518205,3500,2009,hyundai,accent,111387,rebuilt,1G1AD5F56A7158983,sedan,white,https://images.craigslist.org/00y0y_dD3T1woWinVz_0kE0fu_600x450.jpg
7315477708,26990,2016,toyota,tacoma,102089,clean,2T2GK31U57C025466,pickup,grey,https://images.craigslist.org/00X0X_iMB3qRqosEHz_0kE0dM_600x450.jpg
7315472611,98900,2001,ferrari,360 modena,20187,clean,1GNSKPKD7MR102321,convertible,red,https://images.craigslist.org/00x0x_L3jIoWpkvYz_0cU09G_600x450.jpg
7315432897,3999,2006,pontiac,grand prix,207238,clean,WA1LAAF71HD007817,sedan,white,https://images.craigslist.org/00E0E_fYtHpYwlGidz_0kE0fu_600x450.jpg
7315409578,9400,2008,mercedes-benz,benz c350,129473,clean,3GNCJNSB9KL333431,sedan,silver,https://images.craigslist.org/00101_ltjmSQnRiw7z_0CI0t2_600x450.jpg
7315387122,3850,2003,dodge,durango,215604,clean,3GNBABDB7AS559947,SUV,blue,https://images.craigslist.org/00B0B_jsVdvMiyvLyz_0kE0fu_600x450.jpg
7315384602,4300,2012,kia,soul,174053,clean,4A3AK24F17E042681,wagon,silver,https://images.craigslist.org/00K0K_fW5imLFkEIiz_0kE0fu_600x450.jpg
7315377651,2800,2006,ford,taurus,230108,clean,3HGCM56406G701183,sedan,white,https://images.craigslist.org/00R0R_cbDXXcdmM1cz_0kE0fu_600x450.jpg
7315366439,3900,2010,chevrolet,cobalt,162218,clean,JTDZN3EU6D3195340,sedan,silver,https://images.craigslist.org/00606_lbX8qo9bvIZz_0kE0fs_600x450.jpg
7315354216,7300,2007,lexus,rx350,181000,clean,JN1AZ4EH8KM420880,SUV,white,https://images.craigslist.org/00x0x_18CowUUOw24z_0ak07K_600x450.jpg
7315349921,72900,2021,chevrolet,tahoe,19129,clean,1FMCU0J92DUD22213,SUV,grey,https://images.craigslist.org/00q0q_aaAJe1ws3d5z_0kE0fu_600x450.jpg
7315345469,28900,2017,audi,q7,94601,clean,1FAFP56U47A197052,SUV,white,https://images.craigslist.org/00606_cgdJd6VptvVz_0kE0fu_600x450.jpg
7315336062,17000,2019,chevrolet,trax,14898,clean,4T1BD1FK4DU076083,SUV,grey,https://images.craigslist.org/01616_76Z0m4OBf0sz_0kE0fu_600x450.jpg
